ts_ns;bid;bid_volume;ask;ask_volume;last
1700025440000000000;45017.64;4.5081;45034.62;1.9535;45017.64
1700025500000000000;44983.98;0.8944;44995.89;5.9352;44995.89
1700025560000000000;44971.38;5.7054;44977.35;4.0557;44971.38
1700025620000000000;44927.37;5.9003;44939.37;4.1738;44927.37
1700025680000000000;44918.69;0.6992;44932.21;4.2287;44932.21
1700025740000000000;44948.96;0.7901;44965.28;1.0092;44948.96
1700025800000000000;44916.17;3.4339;44926.98;5.8407;44916.17
1700025860000000000;44886.94;2.1467;44895.15;4.2721;44886.94
1700025920000000000;44919.67;5.567;44936.97;5.1801;44919.67
1700025980000000000;44929.19;5.98;44944.32;3.5142;44944.32
1700026040000000000;44969.05;3.2116;44974.26;5.765;44969.05
1700026100000000000;44937.06;1.9446;44945.24;5.9265;44945.24
1700026160000000000;44897.18;4.1931;44912.8;3.2146;44897.18
1700026220000000000;44864.37;4.8062;44869.32;5.8573;44864.37
1700026280000000000;44857.41;2.2111;44866.11;0.2867;44857.41
1700026340000000000;44839.47;3.2515;44851.67;2.1452;44851.67
1700026400000000000;44841.64;5.3148;44848.93;1.2191;44841.64
1700026460000000000;44820.87;1.4815;44831.18;5.5288;44820.87
1700026520000000000;44802.82;1.7094;44815.98;3.232;44815.98
1700026580000000000;44817.91;2.0029;44822.22;0.5815;44822.22
1700026640000000000;44841.06;0.3998;44847.92;1.6377;44841.06
1700026700000000000;44809.17;1.6178;44823.85;1.4635;44823.85
1700026760000000000;44824.3;4.0846;44830.23;0.6054;44824.3
1700026820000000000;44868.42;0.9862;44877.84;4.7798;44868.42
1700026880000000000;44859.71;2.4009;44874.78;1.865;44859.71
1700026940000000000;44865.05;0.2803;44880.51;3.094;44880.51
1700027000000000000;44912.02;1.1193;44921.97;0.5923;44912.02
1700027060000000000;44946.78;5.6026;44964.23;2.1831;44946.78
1700027120000000000;44928.47;5.6845;44942.48;1.3175;44928.47
1700027180000000000;44956.93;5.1249;44964.25;5.3367;44964.25
1700027240000000000;44952.21;5.5578;44966.39;1.0494;44952.21
1700027300000000000;45000.54;4.1228;45014.7;0.9142;45014.7
1700027360000000000;44989.33;3.256;44995.05;3.3338;44995.05
1700027420000000000;45017.71;5.6933;45029.08;0.6726;45017.71
1700027480000000000;44986.76;5.8581;45003.66;5.618;44986.76
1700027540000000000;44974.45;3.4969;44983.08;1.9077;44983.08
1700027600000000000;44968.76;3.0331;44986.73;0.4263;44968.76
1700027660000000000;45015.58;0.3417;45033.27;4.6237;45033.27
1700027720000000000;45035.26;0.4639;45043.21;2.5269;45035.26
1700027780000000000;45085.46;2.6596;45089.8;5.7766;45085.46
1700027840000000000;45093.2;0.2881;45099.75;1.965;45093.2
1700027900000000000;45087.22;3.4592;45103.09;4.1889;45103.09
1700027960000000000;45112.7;2.2681;45121.14;5.3265;45121.14
1700028020000000000;45117.1;1.687;45129.32;5.7065;45129.32
1700028080000000000;45105.29;5.1473;45122.39;5.3155;45105.29
1700028140000000000;45117.38;5.5326;45129.24;4.6383;45129.24
1700028200000000000;45108.03;1.1142;45120.2;5.6953;45120.2
1700028260000000000;45130.77;0.2186;45143.65;2.9809;45130.77
1700028320000000000;45140.47;3.1824;45157.38;2.3979;45140.47
1700028380000000000;45169.01;3.0869;45178.63;5.1117;45178.63
1700028440000000000;45145.88;3.9073;45154.35;0.5581;45145.88
1700028500000000000;45195.44;2.7679;45203.37;0.6908;45195.44
1700028560000000000;45181.91;4.8281;45197.51;1.677;45181.91
1700028620000000000;45189.32;5.6861;45201.09;3.0413;45201.09
1700028680000000000;45174.33;4.0612;45182.75;3.1171;45174.33
1700028740000000000;45194.47;2.7874;45208.12;1.933;45194.47
