ts_ns;bid;bid_volume;ask;ask_volume;last
1700025500000000000;45740.44;5.1449;45747.4;3.2578;45743.92
1700025560000000000;45754.61;2.1859;45759.39;1.4463;45757.0
1700025620000000000;45775.96;6.3996;45785.64;3.6187;45780.8
1700025680000000000;45803.26;4.0494;45808.19;2.1887;45805.73
1700025740000000000;45843.67;5.7522;45852.85;3.5116;45848.26
1700025800000000000;45868.97;5.6486;45874.89;3.1675;45871.93
1700025860000000000;45880.11;5.9393;45890.08;3.1922;45885.1
1700025920000000000;45901.92;6.563;45909.27;3.6602;45905.6
1700025980000000000;45933.85;5.0259;45942.87;2.8103;45938.36
1700026040000000000;45952.81;2.6972;45956.63;1.7182;45954.72
1700026100000000000;45977.53;4.8513;45984.35;2.5895;45980.94
1700026160000000000;45990.63;7.1054;45994.68;4.2994;45992.65
1700026220000000000;46003.31;5.9625;46011.98;3.8359;46007.65
1700026280000000000;46045.28;3.9448;46053.59;2.5069;46049.43
1700026340000000000;46071.33;5.0607;46076.85;2.936;46074.09
1700026400000000000;46084.96;4.4066;46090.65;2.911;46087.81
1700026460000000000;46111.74;4.5129;46117.9;2.7722;46114.82
1700026520000000000;46129.42;5.6816;46135.05;3.3955;46132.24
1700026580000000000;46136.19;2.1487;46140.37;1.5078;46138.28
1700026640000000000;46159.21;3.4728;46162.41;2.1095;46160.81
1700026700000000000;46179.98;6.0897;46188.96;3.6482;46184.47
1700026760000000000;46209.94;3.6432;46214.99;2.0509;46212.46
1700026820000000000;46232.64;3.9272;46237.86;2.5162;46235.25
1700026880000000000;46268.19;2.8757;46274.44;2.0767;46271.32
1700026940000000000;46284.43;5.7747;46291.53;3.6956;46287.98
1700027000000000000;46304.81;2.7107;46308.87;1.5872;46306.84
1700027060000000000;46321.83;2.125;46326.35;1.5404;46324.09
1700027120000000000;46324.13;3.245;46333.57;2.2153;46328.85
1700027180000000000;46356.21;1.6201;46362.45;1.0994;46359.33
1700027240000000000;46356.36;2.7278;46359.72;2.0624;46358.04
1700027300000000000;46355.79;4.592;46361.67;3.5636;46358.73
1700027360000000000;46352.77;4.8889;46355.86;3.6277;46354.32
1700027420000000000;46355.38;3.8459;46359.44;3.198;46357.41
1700027480000000000;46375.26;2.2478;46384.52;1.7258;46379.89
1700027540000000000;46371.46;3.8492;46377.82;2.8974;46374.64
1700027600000000000;46362.58;3.6811;46367.2;2.8215;46364.89
1700027660000000000;46360.83;2.4778;46365.69;1.6122;46363.26
1700027720000000000;46383.08;2.6327;46391.49;1.9501;46387.29
1700027780000000000;46400.34;4.9606;46404.07;4.2239;46402.21
1700027840000000000;46422.1;4.4357;46431.4;3.652;46426.75
1700027900000000000;46428.98;2.7411;46437.26;2.2568;46433.12
1700027960000000000;46452.53;3.0882;46456.58;2.6361;46454.56
1700028020000000000;46457.16;2.4561;46463.65;2.3486;46460.4
1700028080000000000;46456.36;1.4754;46461.11;1.4872;46458.74
1700028140000000000;46441.26;1.549;46450.54;1.436;46445.9
1700028200000000000;46457.21;1.5703;46461.53;1.3051;46459.37
1700028260000000000;46450.17;2.3099;46457.18;2.0668;46453.68
1700028320000000000;46454.52;3.0198;46462.16;2.849;46458.34
1700028380000000000;46440.53;3.7325;46446.71;3.8955;46443.62
1700028440000000000;46452.7;4.2073;46461.59;4.4716;46457.14
1700028500000000000;46448.26;3.9081;46452.91;4.4242;46450.59
1700028560000000000;46431.49;1.994;46440.95;2.0454;46436.22
1700028620000000000;46441.12;2.2867;46448.42;2.2674;46444.77
1700028680000000000;46444.8;3.6656;46452.22;3.8802;46448.51
1700028740000000000;46452.96;3.8837;46461.24;4.3931;46457.1
